resident_id,property_id,lease_start_date,lease_end_date,move_out_date,rent_amount
R04933,P027,2023-05-06,2024-04-30,2023-07-06,2050
R04934,P027,2023-06-01,2024-05-26,2024-02-08,3150
R04935,P027,2023-08-13,2024-08-07,,2900
R04936,P027,2023-12-28,2024-06-25,,1900
R04937,P027,2024-09-14,2025-09-09,,2500
R04938,P027,2024-09-09,2025-09-04,,2250
R04939,P027,2023-07-03,2024-06-27,,2700
R04940,P027,2023-03-15,2023-09-11,,1950
R04941,P027,2024-04-19,2025-04-14,,2250
R04942,P027,2023-05-09,2024-05-03,,2100
R04943,P027,2023-04-10,2024-04-04,,3000
R04944,P027,2023-07-04,2024-06-28,2024-06-04,2300
R04945,P027,2024-06-09,2025-06-04,,3000
R04946,P027,2023-04-20,2024-04-14,,1800
R04947,P027,2023-08-09,2024-08-03,,2800
R04948,P027,2023-04-26,2024-04-20,,2550
R04949,P027,2023-04-17,2023-10-14,,2150
R04950,P027,2023-03-29,2024-03-23,,2300
R04951,P027,2024-07-10,2025-07-05,,3150
R04952,P027,2024-08-24,2025-02-20,,2600
R04953,P027,2023-07-14,2024-07-08,,2400
R04954,P027,2023-04-25,2023-10-22,2023-07-22,3150
R04955,P027,2023-03-26,2023-09-22,,3100
R04956,P027,2023-05-22,2024-05-16,,1900
R04957,P027,2024-03-28,2024-09-24,,2900
R04958,P027,2023-05-01,2024-04-25,,2450
R04959,P027,2023-04-15,2023-10-12,2023-06-16,2900
R04960,P027,2024-07-17,2025-07-12,,1850
R04961,P027,2023-03-27,2023-09-23,,2500
R04962,P027,2024-08-20,2025-08-15,2024-10-17,1850
R04963,P027,2023-03-17,2024-03-11,,2100
R04964,P027,2023-11-16,2024-11-10,2024-09-22,2150
R04965,P027,2023-05-01,2023-10-28,2023-08-28,3100
R04966,P027,2023-09-18,2024-09-12,,3000
R04967,P027,2024-02-21,2025-02-15,,3200
R04968,P027,2023-04-27,2024-04-21,2024-01-28,3000
R04969,P027,2023-03-21,2024-03-15,,2250
R04970,P027,2024-06-17,2025-06-12,2024-11-11,2350
R04971,P027,2023-03-28,2024-03-22,,2300
R04972,P027,2023-04-29,2023-10-26,,2550
R04973,P027,2023-05-09,2024-05-03,,2600
R04974,P027,2024-01-05,2024-12-30,,2750
R04975,P027,2023-03-22,2024-03-16,,1950
R04976,P027,2023-04-16,2023-10-13,,2750
R04977,P027,2023-12-05,2024-06-02,,2100
R04978,P027,2024-07-25,2025-07-20,,2400
R04979,P027,2023-07-25,2024-01-21,,2100
R04980,P027,2023-06-08,2023-12-05,,3200
R04981,P027,2023-07-04,2024-06-28,,1800
R04982,P027,2023-03-15,2024-03-09,,2900
R04983,P027,2024-05-12,2025-05-07,,2600
R04984,P027,2023-03-31,2024-03-25,,2250
R04985,P027,2023-03-28,2024-03-22,2023-06-22,2050
R04986,P027,2023-04-09,2024-04-03,2023-12-03,3050
R04987,P027,2023-08-25,2024-08-19,,2350
R04988,P027,2023-04-22,2024-04-16,,2400
R04989,P027,2023-08-12,2024-02-08,,2750
R04990,P027,2024-02-19,2025-02-13,,2350
R04991,P027,2024-08-05,2025-02-01,,1850
R04992,P027,2024-02-14,2025-02-08,,3100
R04993,P027,2023-04-14,2024-04-08,,2100
R04994,P027,2023-04-25,2024-04-19,,2200
R04995,P027,2023-04-28,2024-04-22,2023-08-22,1950
R04996,P027,2024-06-08,2025-06-03,,2250
R04997,P027,2024-09-17,2025-03-16,,1800
R04998,P027,2023-05-01,2024-04-25,2024-02-17,3050
R04999,P027,2023-05-08,2024-05-02,,2000
R05000,P027,2023-04-08,2024-04-02,,2350
R05001,P027,2024-07-13,2025-07-08,,2400
R05002,P027,2024-08-08,2025-08-03,,2750
R05003,P027,2023-04-18,2023-10-15,,1800
R05004,P027,2023-05-10,2024-05-04,,2550
R05005,P027,2023-04-05,2024-03-30,,3100
R05006,P027,2024-08-28,2025-08-23,,2300
R05007,P027,2023-04-11,2024-04-05,,3000
R05008,P027,2023-03-19,2024-03-13,,2550
R05009,P027,2023-10-05,2024-09-29,,2350
R05010,P027,2024-06-04,2025-05-30,,2200
R05011,P027,2023-03-17,2024-03-11,2023-11-14,3050
R05012,P027,2024-06-08,2025-06-03,,1800
R05013,P027,2023-04-11,2024-04-05,,3100
R05014,P027,2023-09-14,2024-09-08,,2500
R05015,P027,2023-04-12,2023-10-09,,2500
R05016,P027,2023-04-13,2023-10-10,,2400
R05017,P027,2023-09-16,2024-09-10,,2800
R05018,P027,2023-03-18,2024-03-12,2023-11-12,2550
R05019,P027,2023-05-08,2024-05-02,,3000
R05020,P027,2023-05-06,2023-11-02,2023-10-15,2250
R05021,P027,2024-09-23,2025-09-18,,2050
R05022,P027,2023-03-26,2024-03-20,,3000
R05023,P027,2023-08-13,2024-08-07,2024-07-27,3200
R05024,P027,2023-03-17,2024-03-11,2024-03-11,1850
R05025,P027,2023-06-09,2023-12-06,2023-09-05,2500
R05026,P027,2024-09-22,2025-09-17,,2550
R05027,P027,2023-03-28,2024-03-22,2024-02-01,2100
R05028,P027,2024-07-13,2025-07-08,,2900
R05029,P027,2023-03-28,2024-03-22,,2450
R05030,P027,2024-06-16,2025-06-11,,2450
R05031,P027,2024-08-26,2025-08-21,,2600
R05032,P027,2023-07-08,2024-07-02,,2900
R05033,P027,2023-09-25,2024-09-19,2023-10-26,1800
R05034,P027,2023-09-22,2024-09-16,,3100
R05035,P027,2024-08-16,2025-08-11,2024-10-06,2450
R05036,P027,2024-02-11,2025-02-05,,2500
R05037,P027,2023-12-25,2024-06-22,,2100
R05038,P027,2024-07-11,2025-07-06,2024-11-03,1850
R05039,P027,2024-06-20,2025-06-15,2024-11-09,2550
R05040,P027,2024-05-09,2025-05-04,,3150
R05041,P027,2023-03-16,2024-03-10,,3050
R05042,P027,2024-04-28,2025-04-23,,2100
R05043,P027,2023-09-05,2024-08-30,2024-02-10,2100
R05044,P027,2023-03-26,2024-03-20,2023-05-24,2000
R05045,P027,2023-03-19,2024-03-13,,3100
R05046,P027,2023-08-16,2024-08-10,,1950
R05047,P027,2023-03-18,2024-03-12,,2050
R05048,P027,2024-09-12,2025-03-11,,2200
R05049,P027,2024-06-18,2025-06-13,,2350
R05050,P027,2023-04-11,2024-04-05,,1800
R05051,P027,2023-03-26,2024-03-20,,3200
R05052,P027,2023-05-04,2024-04-28,2024-02-05,1950
R05053,P027,2023-04-01,2024-03-26,,1900
R05054,P027,2023-05-09,2023-11-05,,2500
R05055,P027,2023-03-20,2024-03-14,,2100
R05056,P027,2023-11-02,2024-10-27,,2850
R05057,P027,2023-04-21,2024-04-15,,2050
R05058,P027,2023-10-06,2024-09-30,,2200
R05059,P027,2023-07-28,2024-01-24,,3050
R05060,P027,2023-05-04,2024-04-28,,2150
R05061,P027,2024-01-08,2025-01-02,,1850
R05062,P027,2024-06-11,2025-06-06,2024-09-07,2050
R05063,P027,2023-08-20,2024-08-14,2024-05-23,2650
R05064,P027,2023-03-29,2024-03-23,2024-01-19,2150
R05065,P027,2023-05-02,2024-04-26,,2650
R05066,P027,2023-03-22,2024-03-16,,2150
R05067,P027,2023-08-10,2024-08-04,2024-08-04,2700
R05068,P027,2023-04-11,2024-04-05,,2500
R05069,P027,2023-08-27,2024-08-21,,3150
R05070,P028,2024-07-12,2025-07-07,,2300
R05071,P028,2023-04-24,2024-04-18,,1950
R05072,P028,2023-05-03,2024-04-27,,2050
R05073,P028,2023-10-14,2024-10-08,,1950
R05074,P028,2023-10-01,2024-09-25,,2250
R05075,P028,2023-05-07,2024-05-01,2023-09-21,1650
R05076,P028,2024-01-06,2024-12-31,2024-10-13,1950
R05077,P028,2023-11-08,2024-11-02,,1800
R05078,P028,2023-07-02,2024-06-26,,1650
R05079,P028,2023-04-16,2024-04-10,,1400
R05080,P028,2023-04-03,2024-03-28,2023-08-06,1950
R05081,P028,2024-08-12,2025-08-07,,1450
R05082,P028,2023-04-15,2024-04-09,,1850
R05083,P028,2023-09-22,2024-09-16,,1750
R05084,P028,2023-07-27,2024-07-21,,2250
R05085,P028,2023-08-07,2024-08-01,,2600
R05086,P028,2023-04-19,2024-04-13,,2000
R05087,P028,2023-04-01,2024-03-26,,1400
R05088,P028,2023-07-24,2024-07-18,,2400
R05089,P028,2023-05-21,2024-05-15,,1800
R05090,P028,2023-04-04,2024-03-29,,1900
R05091,P028,2024-06-28,2025-06-23,,2350
R05092,P028,2023-04-10,2024-04-04,2023-08-06,2150
R05093,P028,2023-04-30,2024-04-24,2024-03-04,1950
R05094,P028,2023-04-25,2024-04-19,,2600
R05095,P028,2023-08-19,2024-08-13,,2100
R05096,P028,2023-08-26,2024-02-22,2024-01-15,1600
R05097,P028,2023-05-15,2024-05-09,2024-05-07,2150
R05098,P028,2023-04-13,2023-10-10,2023-07-19,2050
R05099,P028,2023-07-05,2024-06-29,,2200
R05100,P028,2024-09-09,2025-09-04,,1600
R05101,P028,2024-01-20,2025-01-14,,2100
R05102,P028,2023-05-08,2024-05-02,,2550
R05103,P028,2024-09-11,2025-09-06,,1800
R05104,P028,2023-04-07,2023-10-04,,2500
R05105,P028,2023-04-01,2024-03-26,,1800
R05106,P028,2023-04-07,2024-04-01,,1550
R05107,P028,2023-04-27,2023-10-24,,2100
R05108,P028,2023-11-15,2024-11-09,2024-04-16,1800
R05109,P028,2023-08-05,2024-07-30,,2550
R05110,P028,2023-10-05,2024-09-29,,2200
R05111,P028,2024-04-27,2025-04-22,,2450
R05112,P028,2023-08-18,2024-08-12,,2300
R05113,P028,2023-04-20,2024-04-14,2024-01-17,2150
R05114,P028,2023-05-11,2024-05-05,,2300
R05115,P028,2023-05-19,2024-05-13,,2300
R05116,P028,2024-06-04,2025-05-30,,2350
R05117,P028,2023-05-16,2024-05-10,,1850
R05118,P028,2023-05-17,2024-05-11,,2200
R05119,P028,2023-09-17,2024-09-11,,2550
R05120,P028,2024-03-25,2025-03-20,,2050
R05121,P028,2024-08-05,2025-07-31,,1650
R05122,P028,2023-04-26,2024-04-20,,2450
R05123,P028,2024-08-12,2025-08-07,,1700
R05124,P028,2024-09-24,2025-09-19,,2300
R05125,P028,2023-04-12,2024-04-06,,1950
R05126,P028,2023-04-12,2024-04-06,,2450
R05127,P028,2024-06-25,2025-06-20,,1850
R05128,P028,2023-04-13,2024-04-07,2024-04-06,1800
R05129,P028,2023-05-25,2024-05-19,2023-08-12,1650
R05130,P028,2023-04-19,2024-04-13,,1650
R05131,P028,2024-01-01,2024-12-26,2024-08-07,2400
R05132,P028,2023-06-27,2024-06-21,,1450
R05133,P028,2023-04-17,2024-04-11,,1900
R05134,P028,2023-04-28,2024-04-22,2023-11-10,1500
R05135,P028,2023-10-21,2024-04-18,,2500
R05136,P028,2023-05-18,2024-05-12,2023-10-19,2300
R05137,P028,2023-04-13,2024-04-07,,1650
R05138,P028,2023-04-30,2023-10-27,,2300
R05139,P028,2023-05-15,2023-11-11,,1400
R05140,P028,2024-02-16,2025-02-10,,1900
R05141,P028,2023-05-04,2024-04-28,,2550
R05142,P028,2023-10-02,2024-09-26,,2050
R05143,P028,2023-05-16,2024-05-10,2024-05-05,1950
R05144,P028,2023-04-15,2024-04-09,,1700
R05145,P028,2023-06-15,2024-06-09,,2450
R05146,P028,2023-04-08,2024-04-02,,1700
R05147,P028,2023-05-30,2024-05-24,,1800
R05148,P028,2023-08-14,2024-08-08,,1700
R05149,P028,2024-02-12,2025-02-06,,1850
R05150,P028,2023-04-30,2024-04-24,,2150
R05151,P028,2024-09-17,2025-09-12,,2050
R05152,P028,2023-04-14,2024-04-08,,2350
R05153,P028,2023-05-23,2024-05-17,,2050
R05154,P028,2023-04-22,2023-10-19,2023-06-05,2250
R05155,P028,2023-05-24,2024-05-18,,2350
R05156,P028,2024-07-06,2025-07-01,,1650
R05157,P028,2023-05-06,2024-04-30,2023-07-02,1850
R05158,P028,2023-09-03,2024-08-28,,1650
R05159,P028,2023-05-20,2024-05-14,,1700
R05160,P028,2024-08-19,2025-08-14,,2300
R05161,P028,2023-04-19,2024-04-13,,1950
R05162,P028,2024-03-27,2025-03-22,,2050
R05163,P028,2024-07-09,2025-07-04,,1650
R05164,P028,2023-05-16,2024-05-10,,2400
R05165,P028,2023-05-09,2024-05-03,,2200
R05166,P028,2023-08-11,2024-08-05,,1800
R05167,P028,2023-04-18,2024-04-12,,2600
R05168,P028,2024-07-27,2025-07-22,,2300
R05169,P028,2023-04-17,2024-04-11,,1450
R05170,P028,2023-07-21,2024-07-15,,2550
R05171,P028,2023-05-03,2024-04-27,2023-08-10,2200
R05172,P028,2023-05-15,2023-11-11,2023-09-13,2550
R05173,P028,2023-04-29,2024-04-23,2023-07-31,1950
R05174,P028,2023-04-14,2024-04-08,2024-03-30,1600
R05175,P028,2024-09-25,2025-09-20,,2250
R05176,P028,2023-05-27,2024-05-21,2024-03-09,2200
R05177,P028,2023-10-24,2024-10-18,,1450
R05178,P028,2023-05-30,2024-05-24,2023-11-15,2300
R05179,P028,2023-04-20,2024-04-14,2023-08-15,2500
R05180,P028,2023-08-27,2024-08-21,,1400
R05181,P028,2023-12-12,2024-12-06,,2050
R05182,P028,2023-04-15,2024-04-09,,2100
R05183,P028,2023-11-19,2024-11-13,,1700
R05184,P028,2023-04-29,2024-04-23,,1400
R05185,P028,2023-07-26,2024-07-20,,1550
R05186,P028,2024-10-06,2025-10-01,,2050
R05187,P028,2023-11-16,2024-11-10,2024-07-27,2400
R05188,P028,2023-09-20,2024-03-18,2023-12-23,2200
R05189,P028,2023-07-17,2024-07-11,,1700
R05190,P028,2024-08-22,2025-08-17,,1450
R05191,P028,2023-07-07,2024-07-01,,1700
R05192,P028,2023-08-06,2024-07-31,,2500
R05193,P028,2024-09-17,2025-09-12,,2000
R05194,P028,2023-05-22,2024-05-16,,1900
R05195,P028,2023-04-20,2024-04-14,2023-11-26,1600
R05196,P028,2023-04-17,2024-04-11,2023-11-18,2250
R05197,P028,2023-09-25,2024-03-23,,2000
R05198,P028,2024-08-01,2025-07-27,2024-11-03,1700
R05199,P028,2023-04-05,2024-03-30,2023-12-27,1650
R05200,P028,2024-10-22,2025-10-17,,1400
R05201,P028,2023-05-08,2024-05-02,,2600
R05202,P028,2024-08-03,2025-07-29,,2300
R05203,P028,2024-10-16,2025-04-14,,1600
R05204,P028,2023-08-25,2024-08-19,,1750
R05205,P028,2023-05-29,2024-05-23,,2250
R05206,P028,2023-10-10,2024-10-04,,1650
R05207,P028,2023-07-06,2024-01-02,,2500
R05208,P028,2024-07-22,2025-07-17,2024-10-16,1750
R05209,P028,2023-04-21,2024-04-15,2024-01-15,2400
R05210,P028,2024-08-04,2025-07-30,,2600
R05211,P028,2024-07-14,2025-07-09,,2000
R05212,P028,2024-03-20,2025-03-15,,2250
R05213,P028,2023-04-17,2024-04-11,2023-06-05,2200
R05214,P028,2023-04-15,2024-04-09,,2200
R05215,P028,2024-08-22,2025-08-17,,1450
R05216,P028,2024-02-28,2025-02-22,,2550
R05217,P028,2023-04-08,2024-04-02,2024-02-16,2200
R05218,P028,2023-05-12,2024-05-06,,1750
R05219,P028,2024-02-21,2025-02-15,2024-06-12,2600
R05220,P028,2023-05-25,2024-05-19,,2600
R05221,P028,2024-09-22,2025-03-21,,2400
R05222,P028,2024-02-01,2025-01-26,,2100
R05223,P028,2023-05-30,2024-05-24,2023-12-04,1600
R05224,P028,2023-08-02,2024-07-27,2024-07-04,1450
R05225,P028,2023-05-05,2023-11-01,,2400
R05226,P028,2023-04-10,2024-04-04,,2350
R05227,P028,2023-07-21,2024-07-15,2023-11-22,1850
R05228,P028,2023-10-11,2024-10-05,,1400
R05229,P028,2024-09-15,2025-03-14,,2200
R05230,P028,2024-07-11,2025-07-06,,1650
R05231,P028,2024-07-21,2025-07-16,,1500
R05232,P028,2023-07-14,2024-07-08,2023-10-14,2450
R05233,P028,2023-05-25,2023-11-21,,2150
R05234,P028,2023-06-01,2024-05-26,,2200
R05235,P028,2023-05-10,2023-11-06,,1450
R05236,P028,2024-08-06,2025-08-01,,2050
R05237,P028,2023-04-18,2024-04-12,,1900
R05238,P028,2024-05-21,2025-05-16,,1800
R05239,P028,2023-12-22,2024-12-16,,2150
R05240,P028,2023-05-18,2024-05-12,2024-04-02,2450
R05241,P028,2024-02-06,2025-01-31,,1950
R05242,P028,2023-05-08,2023-11-04,,1600
R05243,P028,2023-04-01,2024-03-26,2024-03-17,1800
R05244,P028,2024-06-27,2025-06-22,,2500
R05245,P028,2023-05-12,2024-05-06,,1400
R05246,P028,2023-04-16,2024-04-10,,1600
R05247,P028,2024-05-12,2025-05-07,,2500
R05248,P028,2023-04-25,2023-10-22,,2250
R05249,P028,2023-09-25,2024-09-19,,2450
R05250,P028,2023-04-26,2024-04-20,,1800
R05251,P028,2024-07-04,2025-06-29,,2500
R05252,P028,2024-06-16,2025-06-11,,1950
R05253,P028,2023-12-13,2024-12-07,,1700
R05254,P028,2023-04-25,2024-04-19,2024-03-24,2100
R05255,P028,2024-08-17,2025-08-12,,2300
R05256,P028,2023-04-20,2024-04-14,,2150
R05257,P028,2024-09-05,2025-08-31,,1800
R05258,P028,2023-04-12,2024-04-06,,2050
R05259,P028,2024-07-01,2025-06-26,2024-09-04,2000
R05260,P028,2023-05-08,2024-05-02,2024-02-12,1700
R05261,P028,2023-06-19,2024-06-13,,2350
R05262,P028,2024-08-19,2025-08-14,,2350
R05263,P028,2024-07-07,2025-07-02,,2250
R05264,P028,2024-06-13,2025-06-08,,2100
R05265,P028,2024-06-20,2025-06-15,2024-09-14,2600
R05266,P028,2023-04-16,2024-04-10,,1650
R05267,P028,2023-05-22,2024-05-16,2024-01-10,2350
R05268,P028,2023-05-09,2024-05-03,,1700
R05269,P028,2024-02-05,2025-01-30,,1400
R05270,P028,2023-04-20,2023-10-17,2023-06-25,2450
R05271,P028,2024-06-13,2024-12-10,,2350
R05272,P028,2024-08-03,2025-07-29,,1850
R05273,P028,2024-07-08,2025-07-03,2024-08-21,1850
R05274,P028,2024-10-03,2025-09-28,,1550
R05275,P028,2023-05-07,2024-05-01,,1600
R05276,P028,2024-08-16,2025-02-12,,2300
R05277,P028,2024-07-21,2025-07-16,,2450
R05278,P028,2023-05-24,2024-05-18,2023-06-25,2500
R05279,P028,2023-04-22,2024-04-16,2024-01-28,2500
R05280,P028,2024-02-17,2025-02-11,,1900
R05281,P028,2023-04-28,2024-04-22,2024-01-25,1550
R05282,P028,2024-10-18,2025-10-13,,2000
R05283,P028,2023-05-31,2024-05-25,2024-01-23,2600
R05284,P028,2024-09-27,2025-03-26,,1950
R05285,P028,2023-07-01,2023-12-28,,2450
R05286,P028,2023-04-01,2024-03-26,2024-03-15,2050
R05287,P028,2023-04-28,2024-04-22,,2150
R05288,P028,2023-05-29,2024-05-23,,2600
R05289,P028,2023-10-01,2024-09-25,2024-06-15,1850
R05290,P028,2023-04-23,2024-04-17,,1750
R05291,P028,2023-05-13,2024-05-07,,2000
R05292,P028,2023-05-02,2024-04-26,,2400
R05293,P028,2023-04-04,2024-03-29,,1500
R05294,P028,2024-08-06,2025-08-01,,1600
R05295,P028,2024-05-20,2025-05-15,,2300
R05296,P028,2024-08-19,2025-08-14,,2150
R05297,P028,2023-04-13,2024-04-07,2023-08-11,1650
R05298,P028,2023-10-10,2024-10-04,,2100
R05299,P028,2023-07-01,2024-06-25,,2150
R05300,P028,2023-05-05,2024-04-29,,1600
R05301,P028,2023-05-30,2024-05-24,,1400
R05302,P028,2024-08-14,2025-08-09,,2600
R05303,P028,2024-01-16,2025-01-10,,2500
R05304,P028,2024-09-12,2025-03-11,,2500
R05305,P028,2023-05-26,2024-05-20,,1950
R05306,P028,2023-04-13,2024-04-07,,1450
R05307,P028,2024-08-18,2025-08-13,,2200
R05308,P028,2023-05-18,2023-11-14,2023-09-14,2550
R05309,P028,2023-04-29,2024-04-23,2023-12-02,2500
R05310,P028,2024-06-12,2025-06-07,,2450
R05311,P028,2023-05-12,2024-05-06,2024-05-01,2150
R05312,P028,2023-05-08,2024-05-02,2023-11-23,1400
R05313,P028,2024-05-10,2024-11-06,,1800
R05314,P028,2023-05-09,2024-05-03,2023-09-20,2500
R05315,P028,2024-02-03,2025-01-28,,1400
R05316,P028,2024-03-13,2025-03-08,,1650
R05317,P028,2024-08-08,2025-08-03,,2250
R05318,P028,2024-06-09,2025-06-04,,2500
R05319,P028,2024-01-15,2025-01-09,,1400
R05320,P028,2023-05-09,2024-05-03,2024-02-03,1500
R05321,P028,2023-05-14,2024-05-08,2023-08-13,1700
R05322,P028,2023-05-17,2024-05-11,2023-11-05,1700
R05323,P028,2023-04-30,2024-04-24,2024-03-26,1400
R05324,P028,2024-09-02,2025-08-28,,2050
R05325,P028,2023-05-09,2024-05-03,2024-02-13,1450
R05326,P028,2024-03-22,2025-03-17,,2350
R05327,P028,2024-07-18,2025-07-13,,2500
R05328,P028,2024-09-10,2025-09-05,,1500
R05329,P028,2023-05-29,2023-11-25,,2000
R05330,P028,2023-05-05,2024-04-29,,1900
R05331,P028,2024-01-06,2024-12-31,2024-08-09,1750
R05332,P028,2023-05-09,2024-05-03,,1450
R05333,P028,2023-12-26,2024-12-20,,1650
R05334,P028,2023-05-09,2024-05-03,,2450
R05335,P028,2023-04-24,2024-04-18,,1850
R05336,P029,2024-08-26,2025-02-22,,2450
R05337,P029,2024-09-25,2025-03-24,,2600
R05338,P029,2023-04-24,2024-04-18,2023-08-08,2750
R05339,P029,2023-05-11,2024-05-05,,2500
R05340,P029,2023-06-26,2024-06-20,2024-03-31,2200
R05341,P029,2023-05-01,2024-04-25,,2700
R05342,P029,2024-05-01,2025-04-26,2024-09-30,1600
R05343,P029,2023-06-06,2024-05-31,,1600
R05344,P029,2023-05-25,2024-05-19,,1600
R05345,P029,2023-05-15,2023-11-11,,1650
R05346,P029,2023-05-15,2024-05-09,2024-03-23,1600
R05347,P029,2023-05-23,2024-05-17,2024-05-06,1700
R05348,P029,2024-07-09,2025-07-04,,2550
R05349,P029,2024-07-01,2025-06-26,,2500
R05350,P029,2023-04-23,2024-04-17,,1950
R05351,P029,2024-01-12,2024-07-10,,2550
R05352,P029,2023-06-23,2024-06-17,,2300
R05353,P029,2023-07-23,2024-07-17,2024-04-24,1950
R05354,P029,2023-05-01,2024-04-25,2023-09-07,1650
R05355,P029,2023-05-17,2023-11-13,,2300
R05356,P029,2023-11-16,2024-11-10,,2650
R05357,P029,2023-05-30,2024-05-24,,1800
R05358,P029,2023-05-25,2024-05-19,,2050
R05359,P029,2024-04-11,2025-04-06,,1700
R05360,P029,2023-05-25,2023-11-21,2023-08-31,2450
R05361,P029,2024-06-21,2025-06-16,,1900
R05362,P029,2023-11-28,2024-11-22,2024-10-05,2100
R05363,P029,2023-12-06,2024-11-30,,2550
R05364,P029,2024-05-04,2025-04-29,,2350
R05365,P029,2023-05-14,2023-11-10,2023-08-19,2250
R05366,P029,2023-04-28,2024-04-22,,2250
R05367,P029,2023-05-18,2024-05-12,,1800
R05368,P029,2023-11-13,2024-05-11,,1900
R05369,P029,2023-09-03,2024-08-28,,2150
R05370,P029,2023-06-02,2023-11-29,2023-11-12,2300
R05371,P029,2023-06-19,2023-12-16,2023-08-12,2350
R05372,P029,2023-05-12,2024-05-06,2024-04-13,2500
R05373,P029,2023-05-06,2024-04-30,2024-01-22,1900
R05374,P029,2023-05-18,2024-05-12,,1650
R05375,P029,2024-05-09,2025-05-04,,2150
R05376,P029,2023-05-10,2024-05-04,2024-03-26,2300
R05377,P029,2024-01-24,2025-01-18,,2500
R05378,P029,2024-02-21,2025-02-15,,2600
R05379,P029,2024-06-14,2025-06-09,2024-09-11,2050
R05380,P029,2024-06-07,2025-06-02,,2200
R05381,P029,2023-06-15,2024-06-09,,2550
R05382,P029,2023-04-22,2024-04-16,,2200
R05383,P029,2024-10-12,2025-10-07,,1650
R05384,P029,2023-06-03,2024-05-28,,2350
R05385,P029,2024-02-09,2025-02-03,,1600
R05386,P029,2024-02-06,2025-01-31,,2550
R05387,P029,2023-06-08,2024-06-02,2024-04-07,1800
R05388,P029,2024-08-23,2025-08-18,,2650
R05389,P029,2023-05-15,2024-05-09,,1650
R05390,P029,2023-05-10,2024-05-04,,1850
R05391,P029,2023-12-15,2024-12-09,,2500
R05392,P029,2024-03-06,2025-03-01,,1950
R05393,P029,2024-10-06,2025-10-01,,2450
R05394,P029,2023-08-02,2024-01-29,,2650
R05395,P029,2023-05-06,2024-04-30,2023-06-27,1600
R05396,P029,2023-05-04,2024-04-28,2023-07-17,1850
R05397,P029,2024-04-05,2025-03-31,,2050
R05398,P029,2023-08-20,2024-08-14,2024-04-07,1800
R05399,P029,2024-01-22,2025-01-16,,2100
R05400,P029,2023-06-03,2024-05-28,,2200
R05401,P029,2023-05-10,2024-05-04,2023-06-15,2700
R05402,P029,2024-07-07,2025-07-02,2024-10-06,1950
R05403,P029,2023-06-12,2024-06-06,,2050
R05404,P029,2023-05-01,2024-04-25,,2250
R05405,P029,2024-08-05,2025-07-31,,2350
R05406,P029,2023-07-07,2024-07-01,2023-10-02,1700
R05407,P029,2023-11-17,2024-11-11,,1650
R05408,P029,2023-06-10,2024-06-04,,1600
R05409,P029,2023-05-13,2023-11-09,,2200
R05410,P029,2023-04-30,2024-04-24,2023-07-07,2050
R05411,P029,2023-06-05,2024-05-30,,2600
R05412,P029,2023-09-10,2024-09-04,,1800
R05413,P029,2023-05-22,2024-05-16,,2250
R05414,P029,2023-09-12,2024-09-06,,2250
R05415,P029,2023-06-12,2024-06-06,,1600
R05416,P029,2023-10-01,2024-09-25,,1950
R05417,P029,2024-06-26,2025-06-21,,2150
R05418,P029,2024-09-26,2025-09-21,,2000
R05419,P029,2023-08-10,2024-08-04,,2000
R05420,P029,2023-07-21,2024-07-15,2023-11-08,1750
R05421,P029,2024-10-19,2025-10-14,,2500
R05422,P029,2024-06-19,2025-06-14,,2700
R05423,P029,2023-10-20,2024-10-14,,2000
R05424,P029,2024-09-17,2025-09-12,,2500
R05425,P029,2024-07-11,2025-07-06,,1600
R05426,P029,2023-07-26,2024-07-20,,1800
R05427,P029,2023-09-14,2024-09-08,,1800
R05428,P029,2023-05-06,2024-04-30,,1750
R05429,P029,2023-05-25,2024-05-19,,2450
R05430,P029,2024-01-28,2025-01-22,,2100
R05431,P029,2024-04-11,2025-04-06,,1600
R05432,P029,2023-06-02,2024-05-27,,2750
R05433,P029,2024-10-06,2025-04-04,,1900
R05434,P029,2024-10-23,2025-10-18,,2350
R05435,P029,2023-04-30,2024-04-24,,2700
R05436,P029,2023-09-23,2024-09-17,,2400
R05437,P029,2024-06-05,2025-05-31,,2400
R05438,P029,2024-07-16,2025-01-12,,2650
R05439,P029,2024-10-10,2025-04-08,,2400
R05440,P029,2023-06-05,2024-05-30,,2750
R05441,P029,2023-07-12,2024-07-06,,2300
R05442,P029,2024-10-20,2025-10-15,,2000
R05443,P029,2023-05-10,2024-05-04,,2650
R05444,P029,2023-08-19,2024-08-13,,2200
R05445,P029,2023-05-05,2024-04-29,,2550
R05446,P029,2023-06-10,2023-12-07,2023-08-05,2450
R05447,P029,2023-05-16,2023-11-12,,2200
R05448,P029,2023-05-10,2024-05-04,2024-02-12,2100
R05449,P029,2024-06-17,2025-06-12,,2000
R05450,P029,2023-07-17,2024-07-11,2024-02-04,2100
R05451,P029,2023-09-12,2024-09-06,,2150
R05452,P029,2023-05-06,2024-04-30,,2000
R05453,P029,2023-05-23,2024-05-17,2024-01-15,2400
R05454,P029,2023-10-28,2024-04-25,,2650
R05455,P029,2023-05-14,2024-05-08,2023-06-20,2100
R05456,P029,2023-06-14,2024-06-08,2024-04-07,1700
R05457,P029,2024-07-16,2025-07-11,,1600
R05458,P029,2023-05-02,2024-04-26,,2250
R05459,P029,2024-10-01,2025-09-26,,1950
